"Data","NrParagonu","Produkt"
NA,"PA 283/S10/02/2019","5_AKCESORIA :  TORBA TRENINGOWA"
NA,"PA 283/S10/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 284/S10/02/2019","3_CHPAK :  DRES"
NA,"PA 284/S10/02/2019","3_CHPAK :  T-SHIRT"
NA,"PA 284/S10/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 284/S10/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 288/S10/02/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 288/S10/02/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT S/P LOW"
NA,"PA 289/S10/02/2019","1_M石CZYZNA :  LONG SLEEVE"
NA,"PA 289/S10/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 290/S10/02/2019","3_CHPAK :  DRES"
NA,"PA 290/S10/02/2019","3_CHPAK :  BUTY LIFESTYLE_TRAMPEK MID"
NA,"PA 291/S10/02/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 291/S10/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 291/S10/02/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 291/S10/02/2019","1_M石CZYZNA :  LONG SLEEVE"
NA,"PA 294/S10/02/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 294/S10/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 294/S10/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 294/S10/02/2019","2_KOBIETA :  BLUZA"
NA,"PA 294/S10/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 295/S10/02/2019","5_AKCESORIA :  PLECAK"
NA,"PA 295/S10/02/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 296/S10/02/2019","1_M石CZYZNA :  LONG SLEEVE"
NA,"PA 296/S10/02/2019","1_M石CZYZNA :  LONG SLEEVE"
NA,"PA 297/S10/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 297/S10/02/2019","2_KOBIETA :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 299/S10/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 299/S10/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 299/S10/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 319/S11/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 319/S11/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 320/S11/02/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 320/S11/02/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 321/S11/02/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 321/S11/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 322/S11/02/2019","1_M石CZYZNA :  KLAPKI"
NA,"PA 322/S11/02/2019","1_M石CZYZNA :  KLAPKI"
NA,"PA 325/S11/02/2019","5_AKCESORIA :  CZAPKA"
NA,"PA 325/S11/02/2019","6_BIELIZNA :  MAJTKI"
NA,"PA 325/S11/02/2019","6_BIELIZNA :  MAJTKI"
NA,"PA 325/S11/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 325/S11/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 325/S11/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 326/S11/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 326/S11/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 326/S11/02/2019","3_CHPAK :  BUTY LIFESTYLE_TRAMPEK LOW"
NA,"PA 328/S11/02/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 328/S11/02/2019","1_M石CZYZNA :  JEANS"
NA,"PA 329/S11/02/2019","2_KOBIETA :  BLUZA"
NA,"PA 329/S11/02/2019","2_KOBIETA :  SPODNIE"
NA,"PA 330/S11/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 330/S11/02/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 330/S11/02/2019","1_M石CZYZNA :  BUTY PIARSKIE&HAL覹KI"
NA,"PA 331/S11/02/2019","1_M石CZYZNA :  SPODENKI"
NA,"PA 331/S11/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 331/S11/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 334/S11/02/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 334/S11/02/2019","4_DZIEWCZYNA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 340/S11/02/2019","1_M石CZYZNA :  DRES"
NA,"PA 340/S11/02/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 343/S11/02/2019","2_KOBIETA :  TIGHT"
NA,"PA 343/S11/02/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 344/S11/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 344/S11/02/2019","1_M石CZYZNA :  LONG SLEEVE"
NA,"PA 344/S11/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 344/S11/02/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT MID"
NA,"PA 347/S11/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 347/S11/02/2019","3_CHPAK :  BUTY LIFESTYLE_SPORT S/P LOW"
NA,"PA 200/S12/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 200/S12/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 200/S12/02/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 201/S12/02/2019","5_AKCESORIA :  PLECAK"
NA,"PA 201/S12/02/2019","5_AKCESORIA :  PLECAK"
NA,"PA 203/S12/02/2019","2_KOBIETA :  TIGHT"
NA,"PA 203/S12/02/2019","2_KOBIETA :  TIGHT"
NA,"PA 203/S12/02/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 203/S12/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 203/S12/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 203/S12/02/2019","2_KOBIETA :  TIGHT"
NA,"PA 203/S12/02/2019","2_KOBIETA :  SPODNIE"
NA,"PA 204/S12/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 204/S12/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 204/S12/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 204/S12/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 206/S12/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 206/S12/02/2019","5_AKCESORIA :  PIA"
NA,"PA 207/S12/02/2019","2_KOBIETA :  SLEEVELESS"
NA,"PA 207/S12/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 207/S12/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 208/S12/02/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 208/S12/02/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 208/S12/02/2019","3_CHPAK :  T-SHIRT"
NA,"PA 208/S12/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 208/S12/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 353/S13/02/2019","2_KOBIETA :  SPODNIE"
NA,"PA 353/S13/02/2019","1_M石CZYZNA :  JEANS"
NA,"PA 358/S13/02/2019","2_KOBIETA :  BLUZA"
NA,"PA 358/S13/02/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 358/S13/02/2019","2_KOBIETA :  TIGHT"
NA,"PA 359/S13/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 359/S13/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 361/S13/02/2019","2_KOBIETA :  TIGHT"
NA,"PA 361/S13/02/2019","2_KOBIETA :  BLUZA"
NA,"PA 361/S13/02/2019","4_DZIEWCZYNA :  BLUZA"
NA,"PA 361/S13/02/2019","4_DZIEWCZYNA :  TIGHT"
NA,"PA 361/S13/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 361/S13/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 361/S13/02/2019","4_DZIEWCZYNA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 361/S13/02/2019","4_DZIEWCZYNA :  BUTY LIFESTYLE_TRAMPEK LOW"
NA,"PA 361/S13/02/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 362/S13/02/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 362/S13/02/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 362/S13/02/2019","4_DZIEWCZYNA :  BUTY LIFESTYLE_TRAMPEK LOW"
NA,"PA 363/S13/02/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 363/S13/02/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 363/S13/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 364/S13/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 364/S13/02/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 367/S13/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 367/S13/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 367/S13/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 367/S13/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 368/S13/02/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 368/S13/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 369/S13/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 369/S13/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 369/S13/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 369/S13/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 369/S13/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 369/S13/02/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 369/S13/02/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 372/S13/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 372/S13/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 374/S13/02/2019","5_AKCESORIA :  CZAPKA"
NA,"PA 374/S13/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 375/S13/02/2019","4_DZIEWCZYNA :  BUTY LIFESTYLE_TRAMPEK LOW"
NA,"PA 375/S13/02/2019","1_M石CZYZNA :  BUTY RUN&TRAIN"
NA,"PA 376/S13/02/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 376/S13/02/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 377/S13/02/2019","3_CHPAK :  T-SHIRT"
NA,"PA 377/S13/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 377/S13/02/2019","5_AKCESORIA :  TORBA"
NA,"PA 378/S13/02/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 378/S13/02/2019","3_CHPAK :  SPODNIE"
NA,"PA 380/S13/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 380/S13/02/2019","1_M石CZYZNA :  BUTY RUN&TRAIN"
NA,"PA 381/S13/02/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 381/S13/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 381/S13/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 381/S13/02/2019","2_KOBIETA :  TIGHT"
NA,"PA 382/S13/02/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 382/S13/02/2019","2_KOBIETA :  TIGHT"
NA,"PA 411/S14/02/2019","2_KOBIETA :  BLUZA"
NA,"PA 411/S14/02/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 412/S14/02/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 412/S14/02/2019","2_KOBIETA :  SPODNIE"
NA,"PA 415/S14/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 415/S14/02/2019","3_CHPAK :  T-SHIRT"
NA,"PA 420/S14/02/2019","3_CHPAK :  DRES"
NA,"PA 420/S14/02/2019","3_CHPAK :  DRES"
NA,"PA 422/S14/02/2019","1_M石CZYZNA :  BUTY RUN&TRAIN"
NA,"PA 422/S14/02/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT MID"
NA,"PA 427/S14/02/2019","3_CHPAK :  DRES"
NA,"PA 427/S14/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 427/S14/02/2019","3_CHPAK :  BUTY PIARSKIE&HAL覹KI"
NA,"PA 427/S14/02/2019","3_CHPAK :  BUTY LIFESTYLE_TRAMPEK MID"
NA,"PA 428/S14/02/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 428/S14/02/2019","1_M石CZYZNA :  LONG SLEEVE"
NA,"PA 429/S14/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 429/S14/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 429/S14/02/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 433/S14/02/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 433/S14/02/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 434/S14/02/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 434/S14/02/2019","1_M石CZYZNA :  SPODENKI"
NA,"PA 437/S14/02/2019","4_DZIEWCZYNA :  BLUZA"
NA,"PA 437/S14/02/2019","4_DZIEWCZYNA :  T-SHIRT"
NA,"PA 437/S14/02/2019","4_DZIEWCZYNA :  T-SHIRT"
NA,"PA 444/S14/02/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 444/S14/02/2019","4_DZIEWCZYNA :  SPODNIE"
NA,"PA 373/S15/02/2019","5_AKCESORIA :  CZAPKA"
NA,"PA 373/S15/02/2019","5_AKCESORIA :  CZAPKA"
NA,"PA 378/S15/02/2019","2_KOBIETA :  TIGHT"
NA,"PA 378/S15/02/2019","2_KOBIETA :  SLEEVELESS"
NA,"PA 378/S15/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 380/S15/02/2019","5_AKCESORIA :  PLECAK"
NA,"PA 380/S15/02/2019","5_AKCESORIA :  PLECAK"
NA,"PA 382/S15/02/2019","2_KOBIETA :  BLUZA"
NA,"PA 382/S15/02/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 386/S15/02/2019","5_AKCESORIA :  CZAPKA"
NA,"PA 386/S15/02/2019","3_CHPAK :  BUTY LIFESTYLE_SPORT MID"
NA,"PA 387/S15/02/2019","2_KOBIETA :  SPODNIE"
NA,"PA 387/S15/02/2019","2_KOBIETA :  SPODNIE"
NA,"PA 391/S15/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 391/S15/02/2019","4_DZIEWCZYNA :  KURTKA"
NA,"PA 393/S15/02/2019","2_KOBIETA :  SLEEVELESS"
NA,"PA 393/S15/02/2019","2_KOBIETA :  LONG SLEEVE"
NA,"PA 393/S15/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 395/S15/02/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 395/S15/02/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 395/S15/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 395/S15/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 395/S15/02/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 395/S15/02/2019","1_M石CZYZNA :  LONG SLEEVE"
NA,"PA 395/S15/02/2019","1_M石CZYZNA :  LONG SLEEVE"
NA,"PA 395/S15/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 395/S15/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 396/S15/02/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 396/S15/02/2019","4_DZIEWCZYNA :  LONG SLEEVE"
NA,"PA 399/S15/02/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 399/S15/02/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 223/S16/02/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 223/S16/02/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 223/S16/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 223/S16/02/2019","1_M石CZYZNA :  KURTKA"
NA,"PA 223/S16/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 223/S16/02/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 223/S16/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 223/S16/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 226/S16/02/2019","4_DZIEWCZYNA :  LONG SLEEVE"
NA,"PA 226/S16/02/2019","4_DZIEWCZYNA :  T-SHIRT"
NA,"PA 234/S16/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 234/S16/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 234/S16/02/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT S/P LOW"
NA,"PA 239/S16/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 239/S16/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 239/S16/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 242/S16/02/2019","1_M石CZYZNA :  LONG SLEEVE"
NA,"PA 242/S16/02/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 199/S17/02/2019","1_M石CZYZNA :  LONG SLEEVE"
NA,"PA 199/S17/02/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 200/S17/02/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 200/S17/02/2019","2_KOBIETA :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 204/S17/02/2019","4_DZIEWCZYNA :  T-SHIRT"
NA,"PA 204/S17/02/2019","3_CHPAK :  T-SHIRT"
NA,"PA 205/S17/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 205/S17/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 205/S17/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 205/S17/02/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 207/S17/02/2019","3_CHPAK :  T-SHIRT"
NA,"PA 207/S17/02/2019","3_CHPAK :  T-SHIRT"
NA,"PA 207/S17/02/2019","3_CHPAK :  T-SHIRT"
NA,"PA 212/S17/02/2019","2_KOBIETA :  BLUZA"
NA,"PA 212/S17/02/2019","3_CHPAK :  BUTY LIFESTYLE_TRAMPEK LOW"
NA,"PA 214/S17/02/2019","1_M石CZYZNA :  LONG SLEEVE"
NA,"PA 214/S17/02/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 298/S18/02/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 298/S18/02/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 298/S18/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 298/S18/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 298/S18/02/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 300/S18/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 300/S18/02/2019","1_M石CZYZNA :  JEANS"
NA,"PA 302/S18/02/2019","3_CHPAK :  SPODNIE"
NA,"PA 302/S18/02/2019","2_KOBIETA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 304/S18/02/2019","2_KOBIETA :  BLUZA"
NA,"PA 304/S18/02/2019","2_KOBIETA :  SPODNIE"
NA,"PA 304/S18/02/2019","2_KOBIETA :  BUTY LIFESTYLE_TRAMPEK POZ LOW"
NA,"PA 307/S18/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 307/S18/02/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 308/S18/02/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 308/S18/02/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 308/S18/02/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 308/S18/02/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 310/S18/02/2019","1_M石CZYZNA :  LONG SLEEVE"
NA,"PA 310/S18/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 310/S18/02/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT MID"
NA,"PA 311/S18/02/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 311/S18/02/2019","2_KOBIETA :  BUTY LIFESTYLE_TRAMPEK S/P MID"
NA,"PA 312/S18/02/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 312/S18/02/2019","5_AKCESORIA :  TORBA"
NA,"PA 312/S18/02/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 313/S18/02/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 313/S18/02/2019","2_KOBIETA :  BUTY_ZIMA"
NA,"PA 318/S18/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 318/S18/02/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 320/S18/02/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 320/S18/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 283/S19/02/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 283/S19/02/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 283/S19/02/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 283/S19/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 284/S19/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 284/S19/02/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 284/S19/02/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 284/S19/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 284/S19/02/2019","3_CHPAK :  SPODNIE"
NA,"PA 284/S19/02/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 287/S19/02/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 287/S19/02/2019","1_M石CZYZNA :  JEANS"
NA,"PA 290/S19/02/2019","1_M石CZYZNA :  SPODENKI"
NA,"PA 290/S19/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 295/S19/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 295/S19/02/2019","2_KOBIETA :  BUTY LIFESTYLE_TRAMPEK POZ LOW"
NA,"PA 398/S20/02/2019","2_KOBIETA :  KURTKA"
NA,"PA 398/S20/02/2019","4_DZIEWCZYNA :  T-SHIRT"
NA,"PA 400/S20/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 400/S20/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 400/S20/02/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 401/S20/02/2019","1_M石CZYZNA :  JEANS"
NA,"PA 401/S20/02/2019","1_M石CZYZNA :  JEANS"
NA,"PA 408/S20/02/2019","1_M石CZYZNA :  SPODENKI"
NA,"PA 408/S20/02/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 410/S20/02/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 410/S20/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 410/S20/02/2019","6_BIELIZNA :  BIELIZNA TERMOAKTYWNA"
NA,"PA 410/S20/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 410/S20/02/2019","5_AKCESORIA :  PLECAK"
NA,"PA 410/S20/02/2019","5_AKCESORIA :  PLECAK"
NA,"PA 412/S20/02/2019","5_AKCESORIA :  PIA"
NA,"PA 412/S20/02/2019","5_AKCESORIA :  AKCESORIA PIARSKIE"
NA,"PA 416/S20/02/2019","2_KOBIETA :  BLUZA"
NA,"PA 416/S20/02/2019","2_KOBIETA :  SPODNIE"
NA,"PA 418/S20/02/2019","2_KOBIETA :  BUTY LIFESTYLE_TRAMPEK POZ LOW"
NA,"PA 418/S20/02/2019","1_M石CZYZNA :  BUTY LIFESTYLE_TRAMPEK POZ LOW"
NA,"PA 280/S21/02/2019","2_KOBIETA :  TIGHT"
NA,"PA 280/S21/02/2019","2_KOBIETA :  TIGHT"
NA,"PA 280/S21/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 280/S21/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 280/S21/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 282/S21/02/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 282/S21/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 282/S21/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 284/S21/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 284/S21/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 286/S21/02/2019","3_CHPAK :  KURTKA"
NA,"PA 286/S21/02/2019","3_CHPAK :  KURTKA"
NA,"PA 287/S21/02/2019","2_KOBIETA :  BLUZA"
NA,"PA 287/S21/02/2019","2_KOBIETA :  BLUZA"
NA,"PA 289/S21/02/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 289/S21/02/2019","2_KOBIETA :  BLUZA"
NA,"PA 289/S21/02/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 291/S21/02/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 291/S21/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 291/S21/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 293/S21/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 293/S21/02/2019","1_M石CZYZNA :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 293/S21/02/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT S/P LOW"
NA,"PA 295/S21/02/2019","5_AKCESORIA :  AKCESORIA R盈NE"
NA,"PA 295/S21/02/2019","6_BIELIZNA :  STOPKI"
NA,"PA 296/S21/02/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 296/S21/02/2019","UNISEX :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 303/S21/02/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 303/S21/02/2019","2_KOBIETA :  KURTKA"
NA,"PA 303/S21/02/2019","4_DZIEWCZYNA :  BUTY LIFESTYLE_SPORT S/P LOW"
NA,"PA 309/S22/02/2019","5_AKCESORIA :  CZAPKA"
NA,"PA 309/S22/02/2019","2_KOBIETA :  BLUZA"
NA,"PA 309/S22/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 309/S22/02/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 309/S22/02/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 309/S22/02/2019","6_BIELIZNA :  STOPKI"
